variant,source,entry_time_ny,resolved_time_ny,symbol,condition,level_name,direction,entry,sl,r_size,outcome,hit_50,hit_liquidity,t50_px,t100_px,stdv_2_px,stdv_2_5_px,stdv_4_px,mfe_r,mae_r,net_r,risk_usd,pnl_usd,balance_after,signal_id,final_verdict,rejected_by,filter_pd,filter_qt,filter_qt_phase,filter_mo_bias,filter_hrl,run_id,is_backtest
m5_cisd,mt5,2026-01-06 09:45:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.16938,1.16838,0.001000000000000112,stop,False,False,1.17036,1.1719,1.17669,1.17801,1.18197,0.83,-1.0,-1.08,,,,79a42d0b2a5a,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-07 02:35:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16831,1.16751,0.0007999999999999119,liquidity,,True,,1.16883,1.17269,1.17359,1.17629,0.8,-0.25,0.55,,,,507c64fdacc5,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-07 06:05:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.16825,1.16941,0.0011600000000000499,stop,False,False,1.16808,1.16733,1.16643,1.16601,1.1647500000000002,0.13,-1.05,-1.069,,,,42689795db94,rejected,pd,fail,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-08 02:20:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.1672500000000001,1.16767,0.0004199999999998649,stop,False,False,1.166825,1.16593,1.16666,1.16639,1.16558,0.88,-1.05,-1.19,,,,9f96624641ff,rejected,pd,fail,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-09 09:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16261,1.1618,0.0008099999999999774,expired,False,False,1.1647349999999999,1.1658,1.1716900000000001,1.1732200000000002,1.1778100000000002,2.12,-0.12,1.21,,,,6fe209ff5d72,rejected,hrl,pass,pass,Distribution,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-09 07:50:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.1646,1.16591,0.0013099999999999223,liquidity,,True,,1.16367,1.1554099999999996,1.1536349999999995,1.1483099999999993,0.87,-0.5,0.649,,,,9927b5c8a3a1,rejected,pd,fail,pass,Distribution,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-13 02:25:00-05:00,,EURUSD,opening_gap_sweep,NWOG_High,bearish_sweep,1.1661299999999999,1.16666,0.0005300000000001415,stop,False,False,1.165515,1.1642000000000001,1.1630200000000002,1.1623800000000002,1.1604600000000003,0.55,-1.47,-1.151,,,,d6e624196cb5,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-13 10:45:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.16458,1.16419,0.00038999999999989043,stop,False,False,1.165515,1.16683,1.1696799999999998,1.1707249999999998,1.1738599999999997,0.67,-1.21,-1.205,,,,221150286264,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-14 05:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.16525,1.16578,0.0005300000000001415,liquidity,True,True,1.1644,1.16437,1.16408,1.1638950000000001,1.16334,1.66,-0.17,1.509,,,,4d22a8f8df85,rejected,pd,fail,pass,Manipulation,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-14 03:10:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16496,1.16422,0.0007399999999999629,stop,,False,,1.16644,1.16694,1.167415,1.16884,1.62,-1.08,-1.108,50.0,-55.41,4944.59,02d8f10057f9,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_managed,mt5,2026-01-14 03:10:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16496,1.16422,0.0007399999999999629,stop,,False,,1.16644,1.16694,1.167415,1.16884,1.62,-1.08,-1.108,50.0,-55.41,4944.59,02d8f10057f9,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_ote,mt5,2026-01-14 02:35:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,,,,no_ote_entry,,,,,,,,,,,,,,02d8f10057f9,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_sb,mt5,2026-01-14 02:35:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,,,,no_ote_zone,,,,,,,,,,,,,,02d8f10057f9,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-15 08:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1609,1.15967,0.0012300000000000644,stop,False,False,1.1626150000000002,1.16446,1.1690800000000001,1.1704750000000002,1.1746600000000003,0.15,-1.31,-1.065,,,,c9afa02393a3,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-16 10:40:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16034,1.1595900000000001,0.0007499999999998064,stop,,False,,1.16077,1.17133,1.17348,1.17993,0.31,-1.0,-1.107,,,,fdc24b808c0f,rejected,mo_bias,pass,pass,Distribution,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-19 11:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.1641,1.16445,0.0003500000000000725,stop,False,False,1.16143,1.15838,1.1616099999999996,1.1610899999999995,1.1595299999999993,0.4,-1.2,-1.229,,,,373dbc000a9c,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-20 03:15:00-05:00,,EURUSD,opening_gap_sweep,NWOG_High,bearish_sweep,1.17177,1.17269,0.0009200000000000319,stop,False,False,1.168445,1.16448,1.16199,1.16018,1.1547500000000002,0.23,-1.52,-1.087,,,,57e21041f31d,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-21 08:55:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.17245,1.17297,0.000520000000000076,liquidity,True,True,1.1701899999999998,1.1682,1.1699499999999996,1.1692249999999995,1.1670499999999993,8.58,-0.77,8.019,,,,6621f883c066,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-22 02:50:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16882,1.16846,0.00035999999999991594,liquidity,True,True,1.171975,1.17544,1.1719899999999996,1.1725899999999996,1.1743899999999994,18.44,-0.47,18.167,,,,4249c7bd8ef0,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-23 10:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.17635,1.17463,0.0017199999999999438,liquidity,True,True,1.17931,1.18303,1.1763299999999997,1.1766249999999996,1.1775099999999994,3.94,-0.03,3.837,,,,f55784776fc4,rejected,pd,fail,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-26 09:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18918,1.18818,0.0009999999999998899,stop,,False,,1.1911799999999997,1.18832,1.1886100000000002,1.18948,1.52,-1.04,-1.08,,,,d0a7e842a9fc,rejected,pd,fail,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-26 11:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18776,1.18914,0.0013800000000001589,expired,,False,,1.1849999999999996,1.1853599999999997,1.1844699999999997,1.1817999999999995,0.52,-0.91,0.058,,,,e810d25fb2e8,rejected,mo_bias,pass,pass,Distribution,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-01-27 04:15:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.1880600000000001,1.1874,0.000660000000000105,liquidity,True,True,1.19577,1.20384,1.1869800000000001,1.1870850000000002,1.1874000000000002,30.5,-0.47,23.788,,,,2b5a3fd7c746,rejected,pd,fail,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-29 03:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.19579,1.1974,0.0016100000000001113,liquidity,,True,,1.19556,1.19299,1.1920600000000001,1.18927,0.37,-0.01,0.093,,,,2c2e9ecc7fb6,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-01-29 05:20:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.19516,1.19379,0.0013700000000000934,liquidity,True,True,1.1963,1.1970399999999999,1.2013500000000001,1.202385,1.2054900000000002,1.4,-0.7,1.314,,,,73f9cc29a6df,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-02 10:05:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18017,1.17903,0.0011399999999999189,stop,False,False,1.18199,1.18494,1.1884100000000002,1.1899750000000002,1.1946700000000003,0.94,-1.42,-1.07,,,,2cb4d7256176,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-03 02:15:00-05:00,,EURUSD,opening_gap_sweep,NWOG_High,bearish_sweep,1.18061,1.18179,0.0011799999999999589,stop,False,False,1.180315,1.17895,1.17818,1.17747,1.17534,0.21,-1.13,-1.068,,,,d3ff13101fb5,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-03 05:10:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.17901,1.17825,0.0007599999999998719,stop,True,False,1.180315,1.18168,1.1849399999999999,1.1859549999999999,1.1889999999999998,2.17,-1.26,-1.105,,,,315e3aa60121,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-04 04:10:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18121,1.18168,0.00046999999999997044,liquidity,True,True,1.1812,1.18068,1.18112,1.180765,1.1797,1.15,-0.79,0.957,,,,13b682289b9f,rejected,pd,fail,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-04 04:50:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1813500000000001,1.18062,0.0007300000000001194,stop,,False,,1.1817199999999999,1.1853700000000003,1.1861900000000003,1.1886500000000004,0.16,-1.05,-1.11,,,,daf03b2fe334,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-05 02:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18022,1.18087,0.0006500000000000394,stop,True,False,1.179135,1.17769,1.1771299999999996,1.1765249999999994,1.1747099999999993,3.38,-1.15,-1.123,,,,005d356b536c,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-06 08:10:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.1812,1.18151,0.00031000000000003247,stop,False,False,1.1797650000000002,1.17812,1.17459,1.17344,1.16999,1.0,-1.13,-1.258,,,,9483a6fd414f,rejected,pd,fail,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-09 09:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.19042,1.19266,0.0022400000000000198,expired,False,False,1.1863350000000001,1.18144,1.18429,1.183125,1.1796300000000002,0.61,-0.8,-0.375,,,,bdad309f5905,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-10 05:00:00-05:00,,EURUSD,opening_gap_sweep,NWOG_High,bearish_sweep,1.19079,1.19174,0.0009500000000000064,liquidity,True,True,1.19037,1.18946,1.1898799999999996,1.1895299999999995,1.1884799999999993,1.68,-0.25,1.316,,,,bd0560ea1cbb,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-11 09:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18662,1.18523,0.0013900000000000023,stop,False,False,1.188115,1.18909,1.20476,1.2083400000000002,1.2190800000000002,0.38,-1.09,-1.058,,,,949a413c84a5,rejected,pd,fail,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-12 04:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18819,1.18879,0.0005999999999999339,liquidity,True,True,1.1872250000000002,1.187,1.1844,1.1837849999999999,1.1819399999999998,2.37,-0.7,1.85,,,,35375148300c,rejected,mo_bias,pass,pass,Manipulation,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-12 13:50:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1869399999999999,1.18559,0.0013499999999999623,expired,True,False,1.1872250000000002,1.1874500000000001,1.1945599999999996,1.1959549999999997,1.2001399999999993,0.22,-0.45,0.074,,,,d485b30cc48e,rejected,pd,fail,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-13 09:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18569,1.18794,0.0022500000000000853,stop,,False,,1.1811899999999997,1.1797800000000003,1.1783300000000003,1.1739800000000005,0.43,-1.14,-1.036,,,,691745345dab,rejected,mo_bias,pass,pass,Distribution,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-13 09:10:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18698,1.1857,0.0012799999999999478,stop,True,False,1.18705,1.1872099999999999,1.1887899999999998,1.1893249999999997,1.1909299999999996,0.08,-1.05,-1.063,,,,c24ccb45dfb2,rejected,pd,fail,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-16 07:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18558,1.18481,0.0007700000000001594,stop,True,False,1.1860249999999999,1.18699,1.1876399999999996,1.1880849999999996,1.1894199999999993,0.99,-1.29,-1.104,,,,37b42a95620d,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-20 08:35:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.17571,1.17713,0.0014199999999999768,stop,,False,,1.17287,1.17186,1.1707899999999998,1.1675799999999998,0.04,-2.3,-1.056,,,,01cc106c9812,rejected,pd,fail,pass,Distribution,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-20 09:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18021,1.17784,0.0023699999999999832,stop,,False,,1.18495,1.1858999999999995,1.1876299999999995,1.192819999999999,0.05,-1.1,-1.034,49.45,-51.12,4893.47,b588da76157c,accepted,,pass,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_managed,mt5,2026-02-20 09:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18021,1.17784,0.0023699999999999832,stop,,False,,1.18495,1.1858999999999995,1.1876299999999995,1.192819999999999,0.05,-1.1,-1.034,49.45,-51.12,4893.47,b588da76157c,accepted,,pass,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_ote,mt5,2026-02-20 09:30:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1789458,1.17784,0.0011057999999999346,stop,,False,,1.1811573999999998,1.1858999999999995,1.1876299999999995,1.192819999999999,0.84,-1.22,-1.072,50.0,-53.62,4946.38,b588da76157c,accepted,,pass,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_sb,mt5,2026-02-20 09:05:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,,,,no_ote_zone,,,,,,,,,,,,,,b588da76157c,accepted,,pass,pass,Distribution,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-23 07:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1792799999999999,1.17847,0.0008099999999999774,liquidity,,True,,1.17939,1.1802599999999999,1.1807299999999998,1.1821399999999997,0.62,-0.04,0.037,,,,b1c3262dd369,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-23 11:20:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.17975,1.18087,0.0011200000000000099,liquidity,True,True,1.178935,1.17848,1.1795499999999999,1.1793449999999999,1.1787299999999998,1.21,-0.3,1.063,,,,ee5ce543d958,rejected,pd,fail,pass,Distribution,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-24 02:45:00-05:00,,EURUSD,opening_gap_sweep,NWOG_High,bearish_sweep,1.17856,1.17887,0.00031000000000003247,stop,False,False,1.17793,1.17718,1.174,1.1731699999999998,1.17068,0.84,-1.58,-1.258,,,,def3ffef9896,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-24 09:25:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.17716,1.17659,0.0005699999999999594,liquidity,True,True,1.17793,1.17868,1.1808200000000002,1.1814350000000002,1.1832800000000003,2.75,-0.32,2.526,,,,16dc8b9f5bd8,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-25 08:20:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.17828,1.17756,0.0007200000000000539,liquidity,True,True,1.1792,1.18096,1.1824999999999997,1.1833699999999996,1.1859799999999994,3.75,-0.33,3.611,,,,32c8c0044b31,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-26 09:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18019,1.18157,0.0013799999999999368,liquidity,,True,,1.1795,1.1778300000000002,1.1771900000000002,1.1752700000000003,0.67,-0.02,0.442,,,,42b10aa5cfd2,rejected,hrl,pass,pass,Distribution,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-02-27 08:15:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.18017,1.17903,0.0011399999999999189,liquidity,True,True,1.18053,1.18132,1.1836,1.184295,1.18638,1.2,-0.14,0.939,,,,3135e0bc50d2,rejected,pd,fail,pass,Distribution,fail,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-02-27 08:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.18071,1.18143,0.0007200000000000539,liquidity,True,True,1.18053,1.17974,1.17401,1.172755,1.16899,1.62,-0.32,1.236,,,,205abf68793c,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-02 10:25:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16817,1.16716,0.0010099999999999554,expired,False,False,1.173095,1.17752,1.17936,1.181155,1.18654,3.14,-0.74,0.416,,,,675ea5c68786,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-03 04:45:00-05:00,,EURUSD,opening_gap_sweep,NWOG_Low,bullish_sweep,1.16043,1.15891,0.0015199999999999658,stop,False,False,1.165015,1.16873,1.1691499999999997,1.1704799999999995,1.1744699999999995,0.0,-1.01,-1.053,,,,c3a19fab30c2,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-04 03:45:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16174,1.16119,0.0005500000000000504,stop,False,False,1.1623,1.1633,1.16346,1.16417,1.1663,0.44,-1.56,-1.145,,,,eaea6a38a564,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-04 08:40:00-05:00,,EURUSD,opening_gap_sweep,NDOG_High,bearish_sweep,1.16271,1.16411,0.0014000000000000679,stop,True,False,1.1623,1.1613,1.1639600000000003,1.1638000000000004,1.1633200000000006,0.76,-1.3,-1.057,,,,4097fa7b550c,rejected,pd,fail,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-05 05:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16143,1.16061,0.0008200000000000429,stop,False,False,1.162105,1.16341,1.1680699999999997,1.1692999999999998,1.1729899999999995,0.26,-1.04,-1.098,,,,1427e072b635,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-06 07:30:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.159,1.15522,0.0037800000000001166,stop,False,False,1.1612500000000001,1.1616900000000001,1.16465,1.16536,1.16749,0.07,-1.04,-1.021,48.93,-49.97,4843.5,f193b28a4120,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_managed,mt5,2026-03-06 07:30:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.159,1.15522,0.0037800000000001166,stop,False,False,1.1612500000000001,1.1616900000000001,1.16465,1.16536,1.16749,0.07,-1.04,-1.021,48.93,-49.97,4843.5,f193b28a4120,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_ote,mt5,2026-03-06 08:30:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.1575684,1.15522,0.0023484000000000282,liquidity,True,True,1.1612500000000001,1.1616900000000001,1.16465,1.16536,1.16749,1.78,-0.92,1.627,49.46,80.49,5026.87,f193b28a4120,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_sb,mt5,2026-03-06 10:00:00-05:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.16072,1.15522,0.00550000000000006,be_after_partial,True,False,1.1612500000000001,1.1616900000000001,1.16465,1.16536,1.16749,0.11,-0.35,0.034,50.0,1.68,5001.68,f193b28a4120,accepted,,pass,pass,Manipulation,pass,pass,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 03:10:00-04:00,,EURUSD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.15501,1.1565400000000001,0.0015300000000000313,stop,True,False,1.152935,1.1507,1.1530199999999997,1.1523849999999998,1.1504799999999995,2.27,-1.35,-1.052,,,,6753c802b68d,rejected,pd,fail,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 04:10:00-04:00,,EURUSD,ipda_sweep,IPDA20_Low,bullish_sweep,1.15429,1.15309,0.0012000000000000899,expired,False,False,1.172935,1.19286,1.1665600000000005,1.1690650000000007,1.1765800000000008,7.9,-0.23,7.742,,,,5d852b1bd345,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 08:25:00-04:00,,EURUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.15778,1.15461,0.003170000000000117,liquidity,True,True,1.158375,1.16215,1.1569600000000002,1.1578650000000001,1.1605800000000004,1.48,-0.95,1.353,,,,8c64aaf83514,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 08:25:00-04:00,,EURUSD,opening_gap_sweep,NDOG_Low,bullish_sweep,1.15778,1.15461,0.003170000000000117,liquidity,True,True,1.1581700000000001,1.1616900000000001,1.1569600000000002,1.1578650000000001,1.1605800000000004,1.26,-0.95,1.208,,,,3ca4b89a6aa1,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 11:10:00-04:00,,EURUSD,crt_range_sweep,CRT_9AM_CRT_9PM_Asia_High,bearish_sweep,1.15904,1.15992,0.0008799999999999919,stop,False,False,1.15399,1.15083,1.1550799999999999,1.1545999999999998,1.1531599999999997,0.59,-1.01,-1.091,,,,c0a8959efd40,rejected,pd,fail,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-09 11:10:00-04:00,,EURUSD,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,1.15904,1.15992,0.0008799999999999919,stop,False,False,1.15443,1.15153,1.1550799999999999,1.1545999999999998,1.1531599999999997,0.59,-1.01,-1.091,,,,04adb97f9f1c,rejected,pd,fail,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-10 05:15:00-04:00,,EURUSD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.1642299999999999,1.16635,0.002120000000000122,stop,True,False,1.16286,1.16116,1.15883,1.15785,1.15491,1.03,-1.15,-1.038,,,,a1b208177d7f,rejected,mo_bias,pass,pass,Manipulation,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-10 06:15:00-04:00,,EURUSD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,1.16405,1.16478,0.0007299999999998974,stop,False,False,1.16286,1.16116,1.1555199999999999,1.1538899999999999,1.1489999999999998,0.37,-1.0,-1.11,,,,4f4ed02f8615,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-10 08:50:00-04:00,,EURUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.16317,1.1649,0.0017300000000000093,stop,False,False,1.161675,1.16067,1.1617800000000003,1.1612800000000003,1.1597800000000005,0.27,-1.05,-1.046,,,,311c79fa6459,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-10 11:00:00-04:00,,EURUSD,pdh_pdl_sweep,PDH,bearish_sweep,1.1642000000000001,1.16553,0.0013299999999998313,stop,False,False,1.157235,1.1507,1.16336,1.16312,1.1623999999999999,0.23,-1.38,-1.06,,,,b4ef14fe2f56,rejected,mo_bias,pass,pass,Distribution,fail,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-11 02:20:00-04:00,,EURUSD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.16272,1.16455,0.0018299999999999983,liquidity,True,True,1.16155,1.16029,1.1630999999999996,1.1629349999999996,1.1624399999999993,2.01,-0.22,1.284,,,,9d846052445b,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
m5_cisd,mt5,2026-03-11 02:30:00-04:00,,EURUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.16237,1.16319,0.0008200000000000429,liquidity,,True,,1.16186,1.1592100000000003,1.1583200000000002,1.1556500000000005,1.07,-0.39,0.524,,,,f7c52de8328e,rejected,hrl,pass,pass,Manipulation,pass,fail,6f5fc66f4b,true
