variant,entry_time_ny,resolved_time_ny,symbol,condition,level_name,direction,entry,sl,r_size,outcome,hit_crt_50,hit_1r,hit_2r,hit_3r,mfe_r,mae_r
m5_cisd,2026-07-06 09:15:00-04:00,2026-07-06T17:06:28-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,1.4221999645233154,1.4238500595092773,0.001650094985961914,expired,True,True,False,False,1.39,-0.77
m5_cisd,2026-07-06 11:15:00-04:00,2026-07-06T17:06:28-04:00,USDCAD,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,1.4219000339508057,1.4234700202941895,0.001569986343383789,expired,True,True,False,False,1.27,-0.15
m5_cisd,2026-07-06 09:50:00-04:00,2026-07-06T18:11:20-04:00,US500,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,7573.0,7552.5,20.5,expired,,True,False,False,1.44,-0.71
m5_cisd,2026-07-06 09:45:00-04:00,2026-07-06T18:11:21-04:00,US500,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,7568.5,7555.5,13.0,expired,,True,True,False,2.62,-0.77
m5_cisd,2026-07-06 02:30:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 02:35:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 02:40:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 06:00:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 07:15:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 07:20:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 07:30:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 08:00:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 08:05:00-04:00,2026-07-06T18:11:21-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,,,,no_m5_entry,,,,,,
m5_cisd,2026-07-06 09:45:00-04:00,2026-07-06T18:11:21-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29940.75,29776.25,164.5,expired,,False,False,False,0.93,-0.36
raw,2026-07-06 09:30:00-04:00,2026-07-06T18:11:21-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29876.75,29776.25,100.5,expired,True,True,True,False,2.16,-0.9
m5_cisd,2026-07-06 09:45:00-04:00,2026-07-06T18:11:22-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29940.75,29786.0,154.75,expired,,False,False,False,0.99,-0.38
m5_cisd,2026-07-06 09:45:00-04:00,2026-07-06T18:11:22-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29940.75,29845.75,95.0,expired,,True,False,False,1.61,-0.62
raw,2026-07-07 02:00:00-04:00,2026-07-07T02:16:04-04:00,USTEC,pdh_pdl_sweep,PDL,bullish_sweep,29685.0,29678.0,7.0,stop,,False,False,False,0.14,-2.36
m5_cisd,2026-07-07 02:55:00-04:00,2026-07-07T05:45:17-04:00,USTEC,pdh_pdl_sweep,PDL,bullish_sweep,29690.25,29631.25,59.0,stop,,False,False,False,0.91,-1.05
raw,2026-07-07 06:15:00-04:00,2026-07-07T06:31:45-04:00,US500,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,7580.5,7583.0,2.5,stop,False,False,False,False,-0.0,-1.1
raw,2026-07-07 07:05:00-04:00,2026-07-07T07:22:15-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,29624.25,29603.75,20.5,stop,False,False,False,False,0.0,-1.06
raw,2026-07-07 07:15:00-04:00,2026-07-07T07:32:25-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,4150.10009765625,4153.60009765625,3.5,stop,False,False,False,False,-0.0,-1.4
m5_cisd,2026-07-07 07:15:00-04:00,2026-07-07T07:44:33-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,29629.0,29602.5,26.5,stop,False,False,False,False,0.84,-1.07
raw,2026-07-07 07:40:00-04:00,2026-07-07T07:56:43-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,4157.7998046875,4160.5,2.7001953125,stop,False,False,False,False,-0.0,-1.89
m5_cisd,2026-07-07 07:30:00-04:00,2026-07-07T08:16:59-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,1.3388673067092896,1.3390285968780518,0.00016129016876220703,all_targets,True,True,True,True,3.33,-0.89
m5_cisd,2026-07-07 06:30:00-04:00,2026-07-07T08:19:01-04:00,US500,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,7580.25,7583.25,3.0,stop,True,True,True,False,2.75,-1.17
raw,2026-07-07 08:10:00-04:00,2026-07-07T08:25:05-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4217900037765503,1.4219599962234497,0.00016999244689941406,all_targets,True,True,True,True,4.65,-0.65
m5_cisd,2026-07-07 08:30:00-04:00,2026-07-07T08:41:18-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4211000204086304,1.4219000339508057,0.000800013542175293,stop,,False,False,False,0.25,-1.07
m5_cisd,2026-07-07 08:35:00-04:00,2026-07-07T08:55:27-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,4174.39990234375,4180.0,5.60009765625,stop,False,False,False,False,0.21,-1.07
raw,2026-07-07 08:25:00-04:00,2026-07-07T09:01:32-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,4177.7998046875,4181.10009765625,3.30029296875,stop,False,True,False,False,1.39,-1.24
raw,2026-07-07 07:20:00-04:00,2026-07-07T09:11:41-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,1.339064598083496,1.3394052982330322,0.0003407001495361328,all_targets,True,True,True,True,3.47,-0.68
raw,2026-07-07 09:15:00-04:00,2026-07-07T09:31:56-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_9PM_Asia_Low,bullish_sweep,29620.5,29604.5,16.0,stop,False,False,False,False,0.3,-1.48
raw,2026-07-07 09:25:00-04:00,2026-07-07T09:40:09-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29598.0,29587.25,10.75,stop,False,False,False,False,8.16,-2.67
raw,2026-07-07 09:30:00-04:00,2026-07-07T09:40:09-04:00,EURUSD,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,1.1439030170440674,1.144164800643921,0.0002617835998535156,stop,False,False,False,False,-0.0,-1.5
m5_cisd,2026-07-07 09:05:00-04:00,2026-07-07T09:46:14-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,4173.7998046875,4190.60009765625,16.80029296875,stop,False,False,False,False,0.15,-1.05
m5_cisd,2026-07-07 09:05:00-04:00,2026-07-07T09:46:14-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,4173.7998046875,4190.60009765625,16.80029296875,stop,False,False,False,False,0.15,-1.05
raw,2026-07-07 09:00:00-04:00,2026-07-07T09:46:15-04:00,XAUUSD,crt_range_sweep,CRT_9AM_CRT_5AM_High,bearish_sweep,4180.39990234375,4190.60009765625,10.2001953125,stop,False,False,False,False,0.89,-1.08
m5_cisd,2026-07-07 09:30:00-04:00,2026-07-07T09:46:15-04:00,XAUUSD,crt_range_sweep,CRT_9AM_CRT_5AM_High,bearish_sweep,4175.7998046875,4183.89990234375,8.10009765625,stop,False,False,False,False,-0.0,-1.93
raw,2026-07-07 09:45:00-04:00,2026-07-07T10:00:28-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_1AM_London_Low,bullish_sweep,29574.25,29528.5,45.75,stop,False,False,False,False,0.0,-1.53
raw,2026-07-07 09:30:00-04:00,2026-07-07T10:25:43-04:00,US500,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,7578.0,7587.5,9.5,all_targets,True,True,True,True,3.21,-0.29
raw,2026-07-07 09:30:00-04:00,2026-07-07T10:25:43-04:00,US500,crt_range_sweep,CRT_9AM_CRT_5AM_High,bearish_sweep,7578.0,7587.5,9.5,all_targets,,True,True,True,3.21,-0.29
m5_cisd,2026-07-07 09:55:00-04:00,2026-07-07T15:15:56-04:00,EURUSD,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,1.1437721252441406,1.144426703453064,0.0006545782089233398,all_targets,True,True,True,True,3.39,-0.4
m5_cisd,2026-07-07 11:05:00-04:00,2026-07-07T18:11:55-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_9PM_Asia_Low,bullish_sweep,29333.0,29210.0,123.0,expired,False,True,True,False,2.01,-0.69
m5_cisd,2026-07-07 11:05:00-04:00,2026-07-07T18:11:56-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_5AM_Low,bullish_sweep,29333.0,29210.0,123.0,expired,False,True,True,False,2.01,-0.69
m5_cisd,2026-07-07 11:05:00-04:00,2026-07-07T18:11:56-04:00,USTEC,crt_range_sweep,CRT_9AM_CRT_1AM_London_Low,bullish_sweep,29333.0,29210.0,123.0,expired,False,True,True,False,2.01,-0.69
m5_cisd,2026-07-07 09:50:00-04:00,2026-07-07T18:11:57-04:00,US500,crt_range_sweep,CRT_9AM_CRT_1AM_London_High,bearish_sweep,7566.25,7580.75,14.5,expired,,True,True,False,2.53,-0.34
m5_cisd,2026-07-07 09:50:00-04:00,2026-07-07T18:11:57-04:00,US500,crt_range_sweep,CRT_9AM_CRT_5AM_High,bearish_sweep,7566.25,7580.75,14.5,expired,,True,True,False,2.53,-0.34
